cell_id,arm,trial_index,seed,param_Dpd,param_alpha,param_R,Tproc_s,Ttx_s,Bpw_bytes,eta,deadline_s,Pcomplete,n_rounds,n_clients,status,duration_s,error
Dpd=10MB|R=5|alpha=1.0,Centralized,16,3581771270,10MB,1.0,5,8.849414638010785,8.849414638010785,10485760,1.0,8.388608,0,1,4,ok,8.849913358688354,
Dpd=10MB|R=5|alpha=1.0,FL,17,3011914512,10MB,1.0,5,4.2029392189579085,4.202794607146643,2000000,0.5,8.388608,1,5,4,ok,4.20322847366333,
Dpd=10MB|R=5|alpha=1.0,Centralized,17,3011914512,10MB,1.0,5,8.84936125704553,8.84936125704553,10485760,1.0,8.388608,0,1,4,ok,8.849857091903687,
Dpd=10MB|R=5|alpha=1.0,FL,18,1947228957,10MB,1.0,5,4.202346749021672,4.2022008440690115,2000000,0.5,8.388608,1,5,4,ok,4.202584505081177,
Dpd=10MB|R=5|alpha=1.0,Centralized,18,1947228957,10MB,1.0,5,8.848841546103358,8.848841546103358,10485760,1.0,8.388608,0,1,4,ok,8.849303960800171,
Dpd=10MB|R=5|alpha=1.0,FL,19,2005941325,10MB,1.0,5,4.203056667931378,4.202911919914186,2000000,0.5,8.388608,1,5,4,ok,4.203293085098267,
Dpd=10MB|R=5|alpha=1.0,Centralized,19,2005941325,10MB,1.0,5,8.849141084006988,8.849141084006988,10485760,1.0,8.388608,0,1,4,ok,8.849609851837158,
Dpd=10MB|R=20|alpha=1.0,FL,0,1396256757,10MB,1.0,20,16.680012300028466,16.679844180005603,8000000,0.5,8.388608,0,20,4,ok,16.680253505706787,
Dpd=10MB|R=20|alpha=1.0,Centralized,0,1396256757,10MB,1.0,20,8.846855201991275,8.846855201991275,10485760,1.0,8.388608,0,1,4,ok,8.847330808639526,
Dpd=10MB|R=20|alpha=1.0,FL,1,3508310253,10MB,1.0,20,16.680732680950314,16.680548696080223,8000000,0.5,8.388608,0,20,4,ok,16.680976629257202,
Dpd=10MB|R=20|alpha=1.0,Centralized,1,3508310253,10MB,1.0,20,8.848328188061714,8.848328188061714,10485760,1.0,8.388608,0,1,4,ok,8.848797798156738,
Dpd=10MB|R=20|alpha=1.0,FL,2,3150421552,10MB,1.0,20,16.67933889804408,16.67916326818522,8000000,0.5,8.388608,0,20,4,ok,16.679566383361816,
Dpd=10MB|R=20|alpha=1.0,Centralized,2,3150421552,10MB,1.0,20,8.845610621967353,8.845610621967353,10485760,1.0,8.388608,0,1,4,ok,8.846098184585571,
Dpd=10MB|R=20|alpha=1.0,FL,3,167101073,10MB,1.0,20,16.679495105985552,16.679326694924384,8000000,0.5,8.388608,0,20,4,ok,16.679759740829468,
Dpd=10MB|R=20|alpha=1.0,Centralized,3,167101073,10MB,1.0,20,8.848262130981311,8.848262130981311,10485760,1.0,8.388608,0,1,4,ok,8.848718643188477,
Dpd=10MB|R=20|alpha=1.0,FL,4,1210263475,10MB,1.0,20,16.678884570021182,16.67870635795407,8000000,0.5,8.388608,0,20,4,ok,16.67911958694458,
Dpd=10MB|R=20|alpha=1.0,Centralized,4,1210263475,10MB,1.0,20,8.84670209698379,8.84670209698379,10485760,1.0,8.388608,0,1,4,ok,8.847158432006836,
Dpd=10MB|R=20|alpha=1.0,FL,5,2994517888,10MB,1.0,20,16.680096106021665,16.679925017873757,8000000,0.5,8.388608,0,20,4,ok,16.680335760116577,
Dpd=10MB|R=20|alpha=1.0,Centralized,5,2994517888,10MB,1.0,20,8.844590289052576,8.844590289052576,10485760,1.0,8.388608,0,1,4,ok,8.845053911209106,
Dpd=10MB|R=20|alpha=1.0,FL,6,2101277658,10MB,1.0,20,16.679633973981254,16.67946643079631,8000000,0.5,8.388608,0,20,4,ok,16.679866075515747,
Dpd=10MB|R=20|alpha=1.0,Centralized,6,2101277658,10MB,1.0,20,8.847368051065132,8.847368051065132,10485760,1.0,8.388608,0,1,4,ok,8.847824335098267,
Dpd=10MB|R=20|alpha=1.0,FL,7,1796249399,10MB,1.0,20,16.680236554006115,16.680066310917027,8000000,0.5,8.388608,0,20,4,ok,16.680473566055298,
Dpd=10MB|R=20|alpha=1.0,Centralized,7,1796249399,10MB,1.0,20,8.845687769004144,8.845687769004144,10485760,1.0,8.388608,0,1,4,ok,8.846155166625977,
Dpd=10MB|R=20|alpha=1.0,FL,8,1994795179,10MB,1.0,20,16.680556326988153,16.68038609495852,8000000,0.5,8.388608,0,20,4,ok,16.68079972267151,
Dpd=10MB|R=20|alpha=1.0,Centralized,8,1994795179,10MB,1.0,20,8.849877668078989,8.849877668078989,10485760,1.0,8.388608,0,1,4,ok,8.850363492965698,
Dpd=10MB|R=20|alpha=1.0,FL,9,673998629,10MB,1.0,20,16.68076643103268,16.680585295311175,8000000,0.5,8.388608,0,20,4,ok,16.681012868881226,
Dpd=10MB|R=20|alpha=1.0,Centralized,9,673998629,10MB,1.0,20,8.849259583977982,8.849259583977982,10485760,1.0,8.388608,0,1,4,ok,8.84975552558899,
Dpd=10MB|R=20|alpha=1.0,FL,10,1419085886,10MB,1.0,20,16.680057129007764,16.679878969676793,8000000,0.5,8.388608,0,20,4,ok,16.68030333518982,
Dpd=10MB|R=20|alpha=1.0,Centralized,10,1419085886,10MB,1.0,20,8.850087016937323,8.850087016937323,10485760,1.0,8.388608,0,1,4,ok,8.850562572479248,
Dpd=10MB|R=20|alpha=1.0,FL,11,3884071008,10MB,1.0,20,16.68068732600659,16.680513337254524,8000000,0.5,8.388608,0,20,4,ok,16.680930137634277,
Dpd=10MB|R=20|alpha=1.0,Centralized,11,3884071008,10MB,1.0,20,8.846257121069357,8.846257121069357,10485760,1.0,8.388608,0,1,4,ok,8.846746444702148,
Dpd=10MB|R=20|alpha=1.0,FL,12,3222414609,10MB,1.0,20,16.680791188962758,16.68061513628345,8000000,0.5,8.388608,0,20,4,ok,16.681039333343506,
Dpd=10MB|R=20|alpha=1.0,Centralized,12,3222414609,10MB,1.0,20,8.848626650986262,8.848626650986262,10485760,1.0,8.388608,0,1,4,ok,8.849097490310669,
Dpd=10MB|R=20|alpha=1.0,FL,13,1086400825,10MB,1.0,20,16.679792342009023,16.67961874208413,8000000,0.5,8.388608,0,20,4,ok,16.68003749847412,
Dpd=10MB|R=20|alpha=1.0,Centralized,13,1086400825,10MB,1.0,20,8.848281915066764,8.848281915066764,10485760,1.0,8.388608,0,1,4,ok,8.848755121231079,
Dpd=10MB|R=20|alpha=1.0,FL,14,3195549308,10MB,1.0,20,16.679554142057896,16.679382309201173,8000000,0.5,8.388608,0,20,4,ok,16.679805994033813,
Dpd=10MB|R=20|alpha=1.0,Centralized,14,3195549308,10MB,1.0,20,8.849043256021105,8.849043256021105,10485760,1.0,8.388608,0,1,4,ok,8.849512815475464,
Dpd=10MB|R=20|alpha=1.0,FL,15,412088776,10MB,1.0,20,16.680660568992607,16.680491429986432,8000000,0.5,8.388608,0,20,4,ok,16.680910348892212,
Dpd=10MB|R=20|alpha=1.0,Centralized,15,412088776,10MB,1.0,20,8.84731205611024,8.84731205611024,10485760,1.0,8.388608,0,1,4,ok,8.847793579101562,
Dpd=10MB|R=20|alpha=1.0,FL,16,4068854673,10MB,1.0,20,16.6811943029752,16.68100424716249,8000000,0.5,8.388608,0,20,4,ok,16.68143916130066,
Dpd=10MB|R=20|alpha=1.0,Centralized,16,4068854673,10MB,1.0,20,8.84629572799895,8.84629572799895,10485760,1.0,8.388608,0,1,4,ok,8.84675908088684,
Dpd=10MB|R=20|alpha=1.0,FL,17,1829547221,10MB,1.0,20,16.682011210010387,16.681840089382604,8000000,0.5,8.388608,0,20,4,ok,16.682262182235718,
Dpd=10MB|R=20|alpha=1.0,Centralized,17,1829547221,10MB,1.0,20,8.850256625912152,8.850256625912152,10485760,1.0,8.388608,0,1,4,ok,8.850730180740356,
Dpd=10MB|R=20|alpha=1.0,FL,18,3686006112,10MB,1.0,20,16.679439164930955,16.67927366006188,8000000,0.5,8.388608,0,20,4,ok,16.679673194885254,
Dpd=10MB|R=20|alpha=1.0,Centralized,18,3686006112,10MB,1.0,20,8.844102321076207,8.844102321076207,10485760,1.0,8.388608,0,1,4,ok,8.844555854797363,
Dpd=10MB|R=20|alpha=1.0,FL,19,3738355829,10MB,1.0,20,16.679648283985443,16.679470430710353,8000000,0.5,8.388608,0,20,4,ok,16.679874420166016,
Dpd=10MB|R=20|alpha=1.0,Centralized,19,3738355829,10MB,1.0,20,8.852744971984066,8.852744971984066,10485760,1.0,8.388608,0,1,4,ok,8.853216648101807,
Dpd=10MB|R=50|alpha=1.0,FL,0,784753441,10MB,1.0,50,41.63577757496387,41.63556039799005,20000000,0.5,8.388608,0,50,4,ok,41.63601040840149,
Dpd=10MB|R=50|alpha=1.0,Centralized,0,784753441,10MB,1.0,50,8.848821617895737,8.848821617895737,10485760,1.0,8.388608,0,1,4,ok,8.849291324615479,
Dpd=10MB|R=50|alpha=1.0,FL,1,2901899853,10MB,1.0,50,41.6369020040147,41.636680346447974,20000000,0.5,8.388608,0,50,4,ok,41.63713312149048,
Dpd=10MB|R=50|alpha=1.0,Centralized,1,2901899853,10MB,1.0,50,8.84705096797552,8.84705096797552,10485760,1.0,8.388608,0,1,4,ok,8.847517490386963,
Dpd=10MB|R=50|alpha=1.0,FL,2,938448755,10MB,1.0,50,41.63596837001387,41.6357509822119,20000000,0.5,8.388608,0,50,4,ok,41.63621115684509,
Dpd=10MB|R=50|alpha=1.0,Centralized,2,938448755,10MB,1.0,50,8.848556932993233,8.848556932993233,10485760,1.0,8.388608,0,1,4,ok,8.849008083343506,
Dpd=10MB|R=50|alpha=1.0,FL,3,2750626947,10MB,1.0,50,41.63748700893484,41.63726002618205,20000000,0.5,8.388608,0,50,4,ok,41.637734174728394,
Dpd=10MB|R=50|alpha=1.0,Centralized,3,2750626947,10MB,1.0,50,8.84953956597019,8.84953956597019,10485760,1.0,8.388608,0,1,4,ok,8.850026607513428,
Dpd=10MB|R=50|alpha=1.0,FL,4,2480606137,10MB,1.0,50,41.63619715196546,41.63597246189602,20000000,0.5,8.388608,0,50,4,ok,41.636443853378296,
Dpd=10MB|R=50|alpha=1.0,Centralized,4,2480606137,10MB,1.0,50,8.84606927598361,8.84606927598361,10485760,1.0,8.388608,0,1,4,ok,8.846531391143799,
Dpd=10MB|R=50|alpha=1.0,FL,5,2790487722,10MB,1.0,50,41.63576699595433,41.63553612923715,20000000,0.5,8.388608,0,50,4,ok,41.63600492477417,
Dpd=10MB|R=50|alpha=1.0,Centralized,5,2790487722,10MB,1.0,50,8.846719062072225,8.846719062072225,10485760,1.0,8.388608,0,1,4,ok,8.84719204902649,
Dpd=10MB|R=50|alpha=1.0,FL,6,2002752250,10MB,1.0,50,41.63745724305045,41.637234649038874,20000000,0.5,8.388608,0,50,4,ok,41.637688875198364,
Dpd=10MB|R=50|alpha=1.0,Centralized,6,2002752250,10MB,1.0,50,8.851181338075548,8.851181338075548,10485760,1.0,8.388608,0,1,4,ok,8.851661682128906,
Dpd=10MB|R=50|alpha=1.0,FL,7,3590463990,10MB,1.0,50,41.63566869101487,41.63544150732923,20000000,0.5,8.388608,0,50,4,ok,41.63591480255127,
Dpd=10MB|R=50|alpha=1.0,Centralized,7,3590463990,10MB,1.0,50,8.84792727790773,8.84792727790773,10485760,1.0,8.388608,0,1,4,ok,8.84842562675476,
Dpd=10MB|R=50|alpha=1.0,FL,8,1641001646,10MB,1.0,50,41.63607425009832,41.635849429061636,20000000,0.5,8.388608,0,50,4,ok,41.636314392089844,
Dpd=10MB|R=50|alpha=1.0,Centralized,8,1641001646,10MB,1.0,50,8.844810295035131,8.844810295035131,10485760,1.0,8.388608,0,1,4,ok,8.845287084579468,
Dpd=10MB|R=50|alpha=1.0,FL,9,333623499,10MB,1.0,50,41.63776281592436,41.637523592449725,20000000,0.5,8.388608,0,50,4,ok,41.638014793395996,
Dpd=10MB|R=50|alpha=1.0,Centralized,9,333623499,10MB,1.0,50,8.853347021969967,8.853347021969967,10485760,1.0,8.388608,0,1,4,ok,8.853835821151733,
Dpd=10MB|R=50|alpha=1.0,FL,10,1931335008,10MB,1.0,50,41.63689928094391,41.636675969464704,20000000,0.5,8.388608,0,50,4,ok,41.63715076446533,
Dpd=10MB|R=50|alpha=1.0,Centralized,10,1931335008,10MB,1.0,50,8.847005260991864,8.847005260991864,10485760,1.0,8.388608,0,1,4,ok,8.84748911857605,
Dpd=10MB|R=50|alpha=1.0,FL,11,2954636052,10MB,1.0,50,41.63604697003029,41.635806629783474,20000000,0.5,8.388608,0,50,4,ok,41.636282444000244,
Dpd=10MB|R=50|alpha=1.0,Centralized,11,2954636052,10MB,1.0,50,8.84808053507004,8.84808053507004,10485760,1.0,8.388608,0,1,4,ok,8.848560571670532,
Dpd=10MB|R=50|alpha=1.0,FL,12,3623468524,10MB,1.0,50,41.63653674593661,41.63630621682387,20000000,0.5,8.388608,0,50,4,ok,41.636802434921265,
Dpd=10MB|R=50|alpha=1.0,Centralized,12,3623468524,10MB,1.0,50,8.845901668071747,8.845901668071747,10485760,1.0,8.388608,0,1,4,ok,8.84639024734497,
Dpd=10MB|R=50|alpha=1.0,FL,13,2297888373,10MB,1.0,50,41.63649284502026,41.636263347929344,20000000,0.5,8.388608,0,50,4,ok,41.6367449760437,
Dpd=10MB|R=50|alpha=1.0,Centralized,13,2297888373,10MB,1.0,50,8.849227173021063,8.849227173021063,10485760,1.0,8.388608,0,1,4,ok,8.849754333496094,
Dpd=10MB|R=50|alpha=1.0,FL,14,2411477615,10MB,1.0,50,41.63474457000848,41.63450224662665,20000000,0.5,8.388608,0,50,4,ok,41.634976387023926,
Dpd=10MB|R=50|alpha=1.0,Centralized,14,2411477615,10MB,1.0,50,8.846938807051629,8.846938807051629,10485760,1.0,8.388608,0,1,4,ok,8.847407579421997,
Dpd=10MB|R=50|alpha=1.0,FL,15,1219589894,10MB,1.0,50,41.635504219913855,41.63527854101267,20000000,0.5,8.388608,0,50,4,ok,41.635753870010376,
Dpd=10MB|R=50|alpha=1.0,Centralized,15,1219589894,10MB,1.0,50,8.852506574941799,8.852506574941799,10485760,1.0,8.388608,0,1,4,ok,8.853008508682251,
Dpd=10MB|R=50|alpha=1.0,FL,16,204643601,10MB,1.0,50,41.636730176978745,41.636498907231726,20000000,0.5,8.388608,0,50,4,ok,41.63696837425232,
Dpd=10MB|R=50|alpha=1.0,Centralized,16,204643601,10MB,1.0,50,8.848917818046175,8.848917818046175,10485760,1.0,8.388608,0,1,4,ok,8.849404096603394,
Dpd=10MB|R=50|alpha=1.0,FL,17,3380202088,10MB,1.0,50,41.63477886503097,41.63455676170997,20000000,0.5,8.388608,0,50,4,ok,41.63501596450806,
Dpd=10MB|R=50|alpha=1.0,Centralized,17,3380202088,10MB,1.0,50,8.846942389034666,8.846942389034666,10485760,1.0,8.388608,0,1,4,ok,8.847399711608887,
Dpd=10MB|R=50|alpha=1.0,FL,18,836718831,10MB,1.0,50,41.63703013304621,41.636804088251665,20000000,0.5,8.388608,0,50,4,ok,41.637269020080566,
Dpd=10MB|R=50|alpha=1.0,Centralized,18,836718831,10MB,1.0,50,8.846820475067943,8.846820475067943,10485760,1.0,8.388608,0,1,4,ok,8.847275495529175,
Dpd=10MB|R=50|alpha=1.0,FL,19,2066957423,10MB,1.0,50,41.635931913973764,41.635692624608055,20000000,0.5,8.388608,0,50,4,ok,41.63616228103638,
Dpd=10MB|R=50|alpha=1.0,Centralized,19,2066957423,10MB,1.0,50,8.847778991097584,8.847778991097584,10485760,1.0,8.388608,0,1,4,ok,8.848245859146118,
Dpd=10MB|R=5|alpha=2.0,FL,0,318418129,10MB,2.0,5,4.202923601027578,4.2027813798049465,2000000,0.5,16.777216,1,5,4,ok,4.2031636238098145,
Dpd=10MB|R=5|alpha=2.0,Centralized,0,318418129,10MB,2.0,5,8.847197590977885,8.847197590977885,10485760,1.0,16.777216,1,1,4,ok,8.84769082069397,
Dpd=10MB|R=5|alpha=2.0,FL,1,251661478,10MB,2.0,5,4.202373609994538,4.202227468136698,2000000,0.5,16.777216,1,5,4,ok,4.202610731124878,
Dpd=10MB|R=5|alpha=2.0,Centralized,1,251661478,10MB,2.0,5,8.85122960305307,8.85122960305307,10485760,1.0,16.777216,1,1,4,ok,8.851718425750732,
Dpd=10MB|R=5|alpha=2.0,FL,2,474458758,10MB,2.0,5,4.203760597971268,4.203610972966999,2000000,0.5,16.777216,1,5,4,ok,4.203994274139404,
Dpd=10MB|R=5|alpha=2.0,Centralized,2,474458758,10MB,2.0,5,8.847748872940429,8.847748872940429,10485760,1.0,16.777216,1,1,4,ok,8.848230600357056,
Dpd=10MB|R=5|alpha=2.0,FL,3,55014749,10MB,2.0,5,4.202968653989956,4.202809166978113,2000000,0.5,16.777216,1,5,4,ok,4.203203916549683,
Dpd=10MB|R=5|alpha=2.0,Centralized,3,55014749,10MB,2.0,5,8.849596773041412,8.849596773041412,10485760,1.0,16.777216,1,1,4,ok,8.850058555603027,
Dpd=10MB|R=5|alpha=2.0,FL,4,1658456355,10MB,2.0,5,4.201829880010337,4.201687706983648,2000000,0.5,16.777216,1,5,4,ok,4.202078104019165,
Dpd=10MB|R=5|alpha=2.0,Centralized,4,1658456355,10MB,2.0,5,8.852325600921176,8.852325600921176,10485760,1.0,16.777216,1,1,4,ok,8.852814674377441,
Dpd=10MB|R=5|alpha=2.0,FL,5,3638267894,10MB,2.0,5,4.2015573509270325,4.2014137879014015,2000000,0.5,16.777216,1,5,4,ok,4.201791763305664,
Dpd=10MB|R=5|alpha=2.0,Centralized,5,3638267894,10MB,2.0,5,8.846475183963776,8.846475183963776,10485760,1.0,16.777216,1,1,4,ok,8.846928596496582,
Dpd=10MB|R=5|alpha=2.0,FL,6,3193367691,10MB,2.0,5,4.202879004064016,4.202726812916808,2000000,0.5,16.777216,1,5,4,ok,4.2031073570251465,
Dpd=10MB|R=5|alpha=2.0,Centralized,6,3193367691,10MB,2.0,5,8.847431750036776,8.847431750036776,10485760,1.0,16.777216,1,1,4,ok,8.8478684425354,
Dpd=10MB|R=5|alpha=2.0,FL,7,14765872,10MB,2.0,5,4.202931280946359,4.2027903608977795,2000000,0.5,16.777216,1,5,4,ok,4.203168869018555,
Dpd=10MB|R=5|alpha=2.0,Centralized,7,14765872,10MB,2.0,5,8.849107363959774,8.849107363959774,10485760,1.0,16.777216,1,1,4,ok,8.849549770355225,
Dpd=10MB|R=5|alpha=2.0,FL,8,2542548028,10MB,2.0,5,4.202205771929584,4.202042424003594,2000000,0.5,16.777216,1,5,4,ok,4.2024312019348145,
Dpd=10MB|R=5|alpha=2.0,Centralized,8,2542548028,10MB,2.0,5,8.84969933098182,8.84969933098182,10485760,1.0,16.777216,1,1,4,ok,8.850170373916626,
Dpd=10MB|R=5|alpha=2.0,FL,9,7275428,10MB,2.0,5,4.202703280025162,4.202553869807161,2000000,0.5,16.777216,1,5,4,ok,4.202935695648193,
Dpd=10MB|R=5|alpha=2.0,Centralized,9,7275428,10MB,2.0,5,8.850719984970056,8.850719984970056,10485760,1.0,16.777216,1,1,4,ok,8.851196765899658,
Dpd=10MB|R=5|alpha=2.0,FL,10,1302051271,10MB,2.0,5,4.2034419749397784,4.203300180961378,2000000,0.5,16.777216,1,5,4,ok,4.203674554824829,
Dpd=10MB|R=5|alpha=2.0,Centralized,10,1302051271,10MB,2.0,5,8.848972897976637,8.848972897976637,10485760,1.0,16.777216,1,1,4,ok,8.849415302276611,
Dpd=10MB|R=5|alpha=2.0,FL,11,251600087,10MB,2.0,5,4.2022885020123795,4.202133041922934,2000000,0.5,16.777216,1,5,4,ok,4.202523708343506,
Dpd=10MB|R=5|alpha=2.0,Centralized,11,251600087,10MB,2.0,5,8.855490862042643,8.855490862042643,10485760,1.0,16.777216,1,1,4,ok,8.855971336364746,
Dpd=10MB|R=5|alpha=2.0,FL,12,3252355908,10MB,2.0,5,4.202740450040437,4.202598906937055,2000000,0.5,16.777216,1,5,4,ok,4.202970266342163,
Dpd=10MB|R=5|alpha=2.0,Centralized,12,3252355908,10MB,2.0,5,8.846972158993594,8.846972158993594,10485760,1.0,16.777216,1,1,4,ok,8.847445011138916,
Dpd=10MB|R=5|alpha=2.0,FL,13,3651431476,10MB,2.0,5,4.203193812980317,4.203051329008304,2000000,0.5,16.777216,1,5,4,ok,4.20343542098999,
Dpd=10MB|R=5|alpha=2.0,Centralized,13,3651431476,10MB,2.0,5,8.85440141404979,8.85440141404979,10485760,1.0,16.777216,1,1,4,ok,8.854925870895386,
Dpd=10MB|R=5|alpha=2.0,FL,14,592732576,10MB,2.0,5,4.20287153404206,4.202729444019496,2000000,0.5,16.777216,1,5,4,ok,4.203111171722412,
Dpd=10MB|R=5|alpha=2.0,Centralized,14,592732576,10MB,2.0,5,8.847347119939514,8.847347119939514,10485760,1.0,16.777216,1,1,4,ok,8.847822189331055,
Dpd=10MB|R=5|alpha=2.0,FL,15,1020539293,10MB,2.0,5,4.202800927101634,4.202659481787123,2000000,0.5,16.777216,1,5,4,ok,4.203032493591309,
Dpd=10MB|R=5|alpha=2.0,Centralized,15,1020539293,10MB,2.0,5,8.850555295008235,8.850555295008235,10485760,1.0,16.777216,1,1,4,ok,8.851018905639648,
Dpd=10MB|R=5|alpha=2.0,FL,16,2780647686,10MB,2.0,5,4.201714394963346,4.201558672939427,2000000,0.5,16.777216,1,5,4,ok,4.20194673538208,
Dpd=10MB|R=5|alpha=2.0,Centralized,16,2780647686,10MB,2.0,5,8.850532173993997,8.850532173993997,10485760,1.0,16.777216,1,1,4,ok,8.850974321365356,
Dpd=10MB|R=5|alpha=2.0,FL,17,1010662160,10MB,2.0,5,4.202731239027344,4.2025664552347735,2000000,0.5,16.777216,1,5,4,ok,4.202980279922485,
Dpd=10MB|R=5|alpha=2.0,Centralized,17,1010662160,10MB,2.0,5,8.850072290049866,8.850072290049866,10485760,1.0,16.777216,1,1,4,ok,8.850558996200562,
Dpd=10MB|R=5|alpha=2.0,FL,18,2216396834,10MB,2.0,5,4.203440373996273,4.203299357206561,2000000,0.5,16.777216,1,5,4,ok,4.2036707401275635,
Dpd=10MB|R=5|alpha=2.0,Centralized,18,2216396834,10MB,2.0,5,8.849859068053775,8.849859068053775,10485760,1.0,16.777216,1,1,4,ok,8.850338697433472,
Dpd=10MB|R=5|alpha=2.0,FL,19,802600161,10MB,2.0,5,4.202223729924299,4.2020812291884795,2000000,0.5,16.777216,1,5,4,ok,4.20245361328125,
Dpd=10MB|R=5|alpha=2.0,Centralized,19,802600161,10MB,2.0,5,8.84782130701933,8.84782130701933,10485760,1.0,16.777216,1,1,4,ok,8.848267793655396,
Dpd=10MB|R=20|alpha=2.0,FL,0,1133292036,10MB,2.0,20,16.680274234036915,16.68010344891809,8000000,0.5,16.777216,1,20,4,ok,16.680503368377686,
Dpd=10MB|R=20|alpha=2.0,Centralized,0,1133292036,10MB,2.0,20,8.847102634957992,8.847102634957992,10485760,1.0,16.777216,1,1,4,ok,8.84754490852356,
Dpd=10MB|R=20|alpha=2.0,FL,1,3591996907,10MB,2.0,20,16.680839319014922,16.680670947069302,8000000,0.5,16.777216,1,20,4,ok,16.681073427200317,
Dpd=10MB|R=20|alpha=2.0,Centralized,1,3591996907,10MB,2.0,20,8.848018509102985,8.848018509102985,10485760,1.0,16.777216,1,1,4,ok,8.84847640991211,
Dpd=10MB|R=20|alpha=2.0,FL,2,2487305459,10MB,2.0,20,16.680330939008854,16.680162112112157,8000000,0.5,16.777216,1,20,4,ok,16.680580139160156,
Dpd=10MB|R=20|alpha=2.0,Centralized,2,2487305459,10MB,2.0,20,8.844637710950337,8.844637710950337,10485760,1.0,16.777216,1,1,4,ok,8.84508204460144,
Dpd=10MB|R=20|alpha=2.0,FL,3,3678031285,10MB,2.0,20,16.68000297306571,16.679823269019835,8000000,0.5,16.777216,1,20,4,ok,16.68026852607727,
Dpd=10MB|R=20|alpha=2.0,Centralized,3,3678031285,10MB,2.0,20,8.84666505199857,8.84666505199857,10485760,1.0,16.777216,1,1,4,ok,8.847133874893188,
Dpd=10MB|R=20|alpha=2.0,FL,4,1155149149,10MB,2.0,20,16.679288499988616,16.67911390250083,8000000,0.5,16.777216,1,20,4,ok,16.67952585220337,
Dpd=10MB|R=20|alpha=2.0,Centralized,4,1155149149,10MB,2.0,20,8.848991403006949,8.848991403006949,10485760,1.0,16.777216,1,1,4,ok,8.849448919296265,
Dpd=10MB|R=20|alpha=2.0,FL,5,2967929708,10MB,2.0,20,16.680853344034404,16.680685148690827,8000000,0.5,16.777216,1,20,4,ok,16.681103229522705,
Dpd=10MB|R=20|alpha=2.0,Centralized,5,2967929708,10MB,2.0,20,8.84682040696498,8.84682040696498,10485760,1.0,16.777216,1,1,4,ok,8.84726619720459,
Dpd=10MB|R=20|alpha=2.0,FL,6,697561473,10MB,2.0,20,16.68011157703586,16.679943582392298,8000000,0.5,16.777216,1,20,4,ok,16.68037247657776,
Dpd=10MB|R=20|alpha=2.0,Centralized,6,697561473,10MB,2.0,20,8.846503806998953,8.846503806998953,10485760,1.0,16.777216,1,1,4,ok,8.84697675704956,
Dpd=10MB|R=20|alpha=2.0,FL,7,1874546195,10MB,2.0,20,16.67985245201271,16.67968226200901,8000000,0.5,16.777216,1,20,4,ok,16.680100679397583,
Dpd=10MB|R=20|alpha=2.0,Centralized,7,1874546195,10MB,2.0,20,8.849226293037646,8.849226293037646,10485760,1.0,16.777216,1,1,4,ok,8.849671602249146,
Dpd=10MB|R=20|alpha=2.0,FL,8,2931970337,10MB,2.0,20,16.68058198399376,16.68041391589213,8000000,0.5,16.777216,1,20,4,ok,16.680812120437622,
Dpd=10MB|R=20|alpha=2.0,Centralized,8,2931970337,10MB,2.0,20,8.84628486901056,8.84628486901056,10485760,1.0,16.777216,1,1,4,ok,8.846723794937134,
Dpd=10MB|R=20|alpha=2.0,FL,9,1098122799,10MB,2.0,20,16.680421479046345,16.680230559548363,8000000,0.5,16.777216,1,20,4,ok,16.680657863616943,
Dpd=10MB|R=20|alpha=2.0,Centralized,9,1098122799,10MB,2.0,20,8.845441201934591,8.845441201934591,10485760,1.0,16.777216,1,1,4,ok,8.845924854278564,
Dpd=10MB|R=20|alpha=2.0,FL,10,2693819413,10MB,2.0,20,16.679730891017243,16.679565582890064,8000000,0.5,16.777216,1,20,4,ok,16.679970264434814,
Dpd=10MB|R=20|alpha=2.0,Centralized,10,2693819413,10MB,2.0,20,8.846989084035158,8.846989084035158,10485760,1.0,16.777216,1,1,4,ok,8.847438097000122,
Dpd=10MB|R=20|alpha=2.0,FL,11,1628695692,10MB,2.0,20,16.67965234105941,16.679477480822243,8000000,0.5,16.777216,1,20,4,ok,16.679880142211914,
Dpd=10MB|R=20|alpha=2.0,Centralized,11,1628695692,10MB,2.0,20,8.848110175924376,8.848110175924376,10485760,1.0,16.777216,1,1,4,ok,8.848549842834473,
Dpd=10MB|R=20|alpha=2.0,FL,12,3038148190,10MB,2.0,20,16.679895954905078,16.67972597386688,8000000,0.5,16.777216,1,20,4,ok,16.680129528045654,
Dpd=10MB|R=20|alpha=2.0,Centralized,12,3038148190,10MB,2.0,20,8.844685705029406,8.844685705029406,10485760,1.0,16.777216,1,1,4,ok,8.84518551826477,
Dpd=10MB|R=20|alpha=2.0,FL,13,1020933337,10MB,2.0,20,16.68057178100571,16.68039289000444,8000000,0.5,16.777216,1,20,4,ok,16.680808305740356,
Dpd=10MB|R=20|alpha=2.0,Centralized,13,1020933337,10MB,2.0,20,8.84523416403681,8.84523416403681,10485760,1.0,16.777216,1,1,4,ok,8.84568166732788,
Dpd=10MB|R=20|alpha=2.0,FL,14,2037205813,10MB,2.0,20,16.681617610971443,16.681443656911142,8000000,0.5,16.777216,1,20,4,ok,16.68186593055725,
